CreditGrade,Term,LoanStatus,ListingCreationDate,BorrowerAPR,BorrowerRate,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IsBorrowerHomeowner,DebtToIncomeRatio,StatedMonthlyIncome,OnTimeProsperPayments,Recommendations,LoanOriginalAmount,MonthlyLoanPayment,CreditScoreAvg
E,36,Completed,2008-02-15 10:06:49.700,0.36945,0.345,5.950066585742402,Business,NC,Civil Service,Full-time,False,0.25,4763.833333,5.0,0,2500,112.38,589.5
C,36,Defaulted,2006-09-27 17:39:40.880,0.15613,0.149,5.950066585742402,Not Available,AL,Professional,Not available,True,0.19,7083.333333,22.271949286846276,0,12950,448.28,649.5
AA,36,Completed,2007-04-06 11:14:42.270,0.11194000000000001,0.105,5.950066585742402,Not Available,CA,Civil Service,Full-time,False,0.16,7066.666667,22.271949286846276,0,10000,325.02,769.5
AA,36,Completed,2008-07-16 21:22:12.140,0.11295,0.106,5.950066585742402,Other,NC,Other,Self-employed,True,0.27594660400633886,5000.0,22.271949286846276,0,10000,325.5,769.5
E,36,Completed,2007-08-07 18:08:11.370,0.27535,0.26,5.950066585742402,Not Available,IL,Professional,Full-time,True,0.28,5000.0,22.271949286846276,0,2000,80.58,589.5
D,36,Completed,2008-06-20 17:25:36.450,0.25278,0.23,5.950066585742402,Personal Loan,AR,Social Worker,Full-time,False,0.29,3195.833333,22.271949286846276,0,3000,116.13,609.5
E,36,Completed,2007-12-13 20:36:58.617,0.16435999999999998,0.15,5.950066585742402,Debt Consolidation,IL,Food Service,Part-time,True,0.7,1083.333333,13.0,4,4000,137.09,589.5
C,36,Completed,2008-04-26 23:43:17.593,0.37453000000000003,0.35,5.950066585742402,Business,NJ,Other,Self-employed,False,0.27594660400633886,0.0,22.271949286846276,0,7500,333.68,649.5
B,36,Completed,2008-03-01 17:39:08.087,0.26526,0.25,5.950066585742402,Business,CA,Computer Programmer,Full-time,True,0.2,8750.0,22.271949286846276,0,12000,431.05,689.5
C,36,Completed,2008-08-19 11:56:29.213,0.15833,0.1368,5.950066585742402,Debt Consolidation,NE,Other,Full-time,True,0.2,5416.666667,22.271949286846276,1,1000,34.02,649.5
A,36,Completed,2007-09-17 16:53:25.460,0.12841,0.1214,5.950066585742402,Not Available,GA,Other,Full-time,True,1.36,1500.0,22.271949286846276,0,19500,648.98,749.5
HR,36,Defaulted,2007-03-29 20:53:07.853,0.22541999999999998,0.2099,5.950066585742402,Not Available,MI,Retail Management,Full-time,False,0.19,2665.833333,22.271949286846276,0,1200,45.2,549.5
B,36,Chargedoff,2007-07-28 10:28:20.353,0.26550999999999997,0.2579,5.950066585742402,Not Available,AZ,Other,Retired,False,0.43,3291.666667,22.271949286846276,1,16500,662.95,689.5
B,36,Completed,2008-08-21 20:28:18.407,0.17445,0.16,5.950066585742402,Debt Consolidation,CA,Retail Management,Full-time,True,0.18,7587.916667,10.0,1,9999,351.54,689.5
C,36,Chargedoff,2007-06-01 11:26:31.167,0.16215,0.155,5.950066585742402,Not Available,IL,Sales - Commission,Full-time,False,0.08,2691.166667,22.271949286846276,0,6000,209.46,649.5
D,36,Defaulted,2008-03-17 16:17:57.197,0.34398,0.3199,5.950066585742402,Personal Loan,MO,Laborer,Full-time,False,0.35,4750.0,22.271949286846276,1,2000,87.1,609.5
C,36,Completed,2007-12-04 13:44:49.557,0.1968,0.1895,5.950066585742402,Not Available,GA,Engineer - Chemical,Full-time,False,0.42,4583.333333,22.271949286846276,0,5700,208.8,669.5
A,36,Completed,2007-03-11 13:18:21.833,0.13705,0.13,5.950066585742402,Not Available,CA,Other,Self-employed,True,0.29,8333.333333,22.271949286846276,0,25000,836.13,729.5
C,36,Completed,2008-04-14 05:45:36.960,0.12562,0.1045,5.950066585742402,Debt Consolidation,MA,Retail Management,Full-time,False,0.13,3500.0,22.271949286846276,1,6001,194.91,649.5
B,36,Defaulted,2008-02-11 13:16:42.453,0.2037,0.189,5.950066585742402,Debt Consolidation,CA,Other,Full-time,True,0.67,5416.666667,16.0,0,12800,468.55,709.5
A,36,Completed,2008-02-21 19:25:56.923,0.13399,0.126,5.950066585742402,Home Improvement,OH,Other,Full-time,True,0.15,10166.666667,22.271949286846276,0,22000,737.04,749.5
C,36,Completed,2007-05-30 07:22:17.333,0.14709,0.14,5.950066585742402,Not Available,OH,Skilled Labor,Full-time,True,0.26,3416.666667,22.271949286846276,1,4500,153.8,669.5
HR,36,Completed,2007-01-10 15:13:16.990,0.303,0.29,5.950066585742402,Not Available,TX,Other,Not available,False,0.19,2500.0,22.271949286846276,0,1500,62.86,509.5
B,36,Completed,2008-07-13 17:28:30.103,0.12302,0.109,5.950066585742402,Auto,NY,Other,Full-time,False,0.21,2750.0,6.0,0,2000,65.38,689.5
B,36,Completed,2008-06-22 09:28:45.613,0.22236999999999998,0.2075,5.950066585742402,Personal Loan,KY,Retail Management,Full-time,False,0.41,2900.0,22.271949286846276,0,7000,262.83,709.5
AA,36,Completed,2007-10-03 21:58:40.770,0.10592,0.099,5.950066585742402,Not Available,CA,Computer Programmer,Full-time,False,0.04,8333.333333,22.271949286846276,0,9000,289.98,769.5
C,36,Completed,2008-04-05 09:40:12.303,0.17322,0.1515,5.950066585742402,Debt Consolidation,IL,Sales - Commission,Full-time,False,0.28,3750.0,22.271949286846276,1,5000,173.69,669.5
C,36,Completed,2007-12-08 19:04:40.620,0.26761999999999997,0.26,5.950066585742402,Debt Consolidation,IL,Accountant/CPA,Full-time,True,0.66,2916.666667,22.271949286846276,1,17000,684.94,669.5
D,36,Chargedoff,2008-03-07 06:33:59.500,0.25785,0.235,5.950066585742402,Debt Consolidation,IL,Medical Technician,Full-time,False,0.42,1200.0,22.271949286846276,0,2500,97.43,609.5
E,36,Defaulted,2006-12-12 20:55:49.400,0.27767,0.27,5.950066585742402,Not Available,CA,Student - Technical School,Not available,False,0.16,1000.0,22.271949286846276,0,3500,142.89,569.5
B,36,Chargedoff,2007-08-23 13:10:33.640,0.20735,0.2,5.950066585742402,Not Available,IL,Other,Full-time,False,0.29,2166.666667,22.271949286846276,0,10000,371.64,709.5
C,36,Completed,2008-05-15 16:24:34.227,0.17018,0.1485,5.950066585742402,Debt Consolidation,MN,Administrative Assistant,Full-time,False,0.27,4166.666667,22.271949286846276,0,6000,204.2,669.5
C,36,Completed,2008-05-29 10:54:03.320,0.2021,0.18,5.950066585742402,Personal Loan,OH,Clerical,Full-time,False,0.16,2083.333333,6.0,3,4300,155.46,649.5
A,36,Completed,2008-01-21 14:15:43.213,0.14923,0.135,5.950066585742402,Business,CO,Executive,Full-time,True,0.26,8031.333333,22.271949286846276,0,10000,339.35,729.5
C,36,Completed,2007-12-28 11:34:32.700,0.23196,0.2245,5.950066585742402,Personal Loan,WA,Computer Programmer,Full-time,True,0.14,5500.0,22.271949286846276,0,2500,96.06,669.5
B,36,Completed,2008-05-04 07:33:55.620,0.15417999999999998,0.1399,5.950066585742402,Auto,IN,Retail Management,Full-time,False,0.08,3333.333333,9.0,0,3000,102.52,689.5
B,36,Defaulted,2007-12-09 09:57:08.610,0.16717,0.16,5.950066585742402,Personal Loan,OH,Analyst,Full-time,True,0.56,4260.0,22.271949286846276,0,9000,316.41,689.5
D,36,Chargedoff,2007-08-30 16:31:12.473,0.19228,0.185,5.950066585742402,Not Available,OH,Sales - Commission,Full-time,True,0.3,4416.666667,22.271949286846276,0,3000,109.21,609.5
B,36,Chargedoff,2008-01-15 10:20:33.743,0.16266,0.1485,5.950066585742402,Debt Consolidation,MO,Other,Not employed,False,0.15,868.0,22.271949286846276,0,3800,131.45,689.5
B,36,Completed,2008-03-17 20:13:46.387,0.124,0.124,5.950066585742402,Debt Consolidation,DC,Other,Full-time,False,0.24,3166.666667,22.271949286846276,0,8300,273.22,689.5
AA,36,Completed,2008-07-28 20:31:38.430,0.12349,0.1165,5.950066585742402,Business,MI,Executive,Full-time,True,0.05,13500.0,22.271949286846276,0,15000,495.71,829.5
E,36,Defaulted,2006-08-07 16:14:03.690,0.29775999999999997,0.29,5.950066585742402,Not Available,CA,Teacher,Not available,True,0.1,5500.0,22.271949286846276,0,4000,167.62,549.5
B,36,Completed,2007-05-23 16:06:17.400,0.14709,0.14,5.950066585742402,Not Available,GA,Other,Part-time,True,0.24,4315.0,22.271949286846276,0,10000,340.07,689.5
B,36,Defaulted,2007-12-13 15:18:22.690,0.18977,0.1825,5.950066585742402,Debt Consolidation,MI,Other,Self-employed,True,0.57,5000.0,22.271949286846276,1,10000,362.78,689.5
C,36,Defaulted,2006-08-22 19:29:45.520,0.23698000000000002,0.2295,5.950066585742402,Not Available,TX,Construction,Not available,False,0.1,5773.333333,22.271949286846276,0,15000,580.25,669.5
D,36,Completed,2008-07-27 20:22:39.257,0.2395,0.2169,5.950066585742402,Debt Consolidation,OK,Civil Service,Full-time,True,0.14,8973.333333,22.271949286846276,1,1200,28.42,629.5
AA,36,Completed,2007-04-27 07:25:16.087,0.08182,0.075,5.950066585742402,Not Available,VT,Construction,Full-time,True,0.24,3750.0,22.271949286846276,0,4000,124.42,789.5
A,36,Completed,2008-04-22 20:15:05.253,0.12201,0.108,5.950066585742402,Business,UT,Accountant/CPA,Full-time,False,0.22,2666.666667,22.271949286846276,0,7250,236.67,749.5
AA,36,Completed,2008-09-08 12:52:59.493,0.16717,0.16,5.950066585742402,Debt Consolidation,NC,Computer Programmer,Full-time,True,0.29,8333.333333,22.271949286846276,0,15000,527.36,769.5
A,36,Completed,2008-06-11 10:49:47.573,0.12503,0.111,5.950066585742402,Debt Consolidation,NJ,Social Worker,Full-time,False,0.24,3833.333333,22.271949286846276,0,10000,326.85,729.5
A,36,Completed,2008-03-22 09:53:21.923,0.12201,0.108,5.950066585742402,Debt Consolidation,FL,Military Officer,Full-time,True,0.21,9000.0,22.271949286846276,0,5000,163.22,749.5
A,36,Completed,2007-06-29 08:42:52.040,0.10692,0.1,5.950066585742402,Not Available,CA,Professional,Full-time,False,0.2,7083.333333,22.271949286846276,0,5000,158.77,749.5
B,36,Completed,2007-11-22 10:44:55.293,0.13956,0.1325,5.950066585742402,Not Available,NY,Police Officer/Correction Officer,Full-time,True,0.28,5833.333333,9.0,1,7500,253.61,709.5
C,36,Completed,2008-07-21 18:40:01.973,0.12866,0.1075,5.950066585742402,Debt Consolidation,FL,Sales - Commission,Full-time,False,0.17,4333.333333,22.271949286846276,0,1500,0.0,649.5
E,36,Chargedoff,2006-12-01 02:49:31.710,0.24891,0.23,5.950066585742402,Not Available,MI,Sales - Retail,Not available,False,0.02,1833.3333329999998,22.271949286846276,0,1000,38.71,549.5
B,36,Chargedoff,2008-03-07 02:47:36.167,0.19987,0.1852,5.950066585742402,Home Improvement,IN,Professional,Full-time,False,0.34,5200.0,21.0,0,13000,473.38,709.5
C,36,Chargedoff,2006-08-15 06:43:23.260,0.17973,0.1725,5.950066585742402,Not Available,GA,Computer Programmer,Not available,True,0.16,5833.333333,22.271949286846276,0,7700,275.48,669.5
D,36,Chargedoff,2008-03-17 12:38:09.127,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,UT,Police Officer/Correction Officer,Full-time,True,0.48,6333.333333,22.271949286846276,1,3000,135.71,629.5
B,36,Chargedoff,2008-08-20 19:45:46.640,0.2142,0.1994,5.950066585742402,Debt Consolidation,NY,Sales - Commission,Full-time,True,0.41,5666.666667,9.0,0,6700,248.79,689.5
HR,36,Completed,2007-09-07 12:42:45.660,0.22479000000000002,0.2099,5.950066585742402,Not Available,OH,Engineer - Mechanical,Full-time,False,0.28,2416.25,3.0,1,4622,174.11,529.5
AA,36,Completed,2008-02-15 13:32:16.140,0.08052000000000001,0.0634,5.950066585742402,Debt Consolidation,VA,Sales - Commission,Full-time,False,0.19,4166.666667,22.271949286846276,0,1000,30.58,769.5
B,36,Completed,2007-06-08 10:40:39.170,0.13467,0.117,5.950066585742402,Not Available,MI,Other,Self-employed,False,0.38,2500.0,22.271949286846276,0,1000,33.07,689.5
D,36,Defaulted,2006-11-29 17:30:46.563,0.15713,0.15,5.950066585742402,Not Available,NY,Other,Not available,False,0.05,2083.333333,22.271949286846276,0,2500,86.66,609.5
B,36,Completed,2007-12-18 12:03:50.753,0.14207,0.135,5.950066585742402,Personal Loan,IL,Other,Full-time,False,0.35,1416.666667,22.271949286846276,0,6500,220.58,689.5
A,36,Completed,2008-07-27 21:24:24.523,0.22489,0.21,5.950066585742402,Business,VA,Professional,Full-time,True,0.3,12666.666667,22.271949286846276,0,25000,941.88,749.5
D,36,Completed,2007-08-28 01:41:25.063,0.18725999999999998,0.18,5.950066585742402,Not Available,GA,Other,Self-employed,True,0.32,3333.333333,22.271949286846276,0,3800,136.3,629.5
D,36,Defaulted,2006-09-06 21:19:01.690,0.17722000000000002,0.17,5.950066585742402,Not Available,IA,Professional,Not available,True,0.11,4000.0,22.271949286846276,0,5000,178.26,609.5
E,36,Completed,2007-11-05 10:02:02.120,0.29554,0.28,5.950066585742402,Not Available,AL,Computer Programmer,Full-time,False,0.28,3833.333333,12.0,1,2800,115.82,589.5
B,36,Completed,2008-07-26 16:14:42.237,0.16487000000000002,0.1505,5.950066585742402,Other,OK,Sales - Commission,Full-time,True,0.19,6666.666667,22.271949286846276,0,5000,129.62,689.5
B,36,Chargedoff,2007-11-08 13:02:30.503,0.1963,0.189,5.950066585742402,Not Available,CA,Sales - Commission,Self-employed,True,10.01,0.083333,22.271949286846276,0,25000,915.14,709.5
B,36,Chargedoff,2007-07-21 17:22:16.020,0.13102,0.124,5.950066585742402,Not Available,CO,Professional,Full-time,True,0.37,2750.0,22.271949286846276,0,3000,100.22,709.5
HR,36,Defaulted,2007-01-11 21:18:26.163,0.27767,0.27,5.950066585742402,Not Available,IL,Teacher,Not available,False,0.1,1981.9166670000002,22.271949286846276,0,3000,122.48,529.5
AA,36,Completed,2007-11-18 14:34:29.867,0.0763,0.0695,5.950066585742402,Not Available,HI,Other,Full-time,False,0.27594660400633886,0.0,22.271949286846276,9,8000,246.83,809.5
B,36,Chargedoff,2008-01-10 14:07:52.877,0.18686,0.1723,5.950066585742402,Business,IN,Skilled Labor,Full-time,True,0.56,3916.666667,22.271949286846276,0,15000,536.51,709.5
AA,36,Chargedoff,2007-09-01 09:14:41.730,0.12399,0.117,5.950066585742402,Not Available,NC,Truck Driver,Full-time,True,0.24,3666.666667,22.271949286846276,0,17500,578.75,769.5
B,36,Defaulted,2008-05-05 15:31:09.080,0.30564,0.29,5.950066585742402,Debt Consolidation,LA,Skilled Labor,Full-time,True,0.19,5416.666667,22.271949286846276,0,7500,314.29,709.5
B,36,Completed,2008-04-04 15:12:06.630,0.15629,0.142,5.950066585742402,Personal Loan,IL,Truck Driver,Full-time,True,0.28,4583.333333,22.271949286846276,0,7000,239.92,709.5
AA,36,Completed,2008-01-20 16:07:28.247,0.17722000000000002,0.17,5.950066585742402,Business,AZ,Other,Full-time,True,0.26,3833.333333,22.271949286846276,0,5000,178.26,769.5
B,36,Chargedoff,2007-06-08 17:50:52.440,0.18224,0.175,5.950066585742402,Not Available,AZ,Teacher,Full-time,True,0.34,3583.333333,22.271949286846276,0,15000,538.53,709.5
C,36,Completed,2007-10-12 19:36:58.017,0.19991,0.1926,5.950066585742402,Not Available,IA,Professional,Full-time,True,0.13,5225.0,22.271949286846276,0,10000,282.65,649.5
B,36,Completed,2007-10-02 07:34:55.400,0.10039,0.0935,5.950066585742402,Not Available,GA,Professional,Full-time,True,0.05,6500.0,22.271949286846276,0,3500,111.87,709.5
A,36,Completed,2007-03-31 08:10:01.177,0.12188,0.1149,5.950066585742402,Not Available,TX,Other,Self-employed,True,10.01,0.083333,22.271949286846276,1,7000,230.8,749.5
C,36,Completed,2008-08-03 22:56:36.640,0.30024,0.2768,5.950066585742402,Other,WV,Computer Programmer,Full-time,True,0.26,5141.666667,22.271949286846276,0,2000,82.38,669.5
AA,36,Completed,2008-10-01 03:16:07.460,0.20471,0.19,5.950066585742402,Debt Consolidation,FL,Other,Not employed,True,0.27594660400633886,0.0,22.271949286846276,0,6500,238.26,769.5
B,36,Completed,2007-12-16 15:33:59.493,0.15713,0.15,5.950066585742402,Debt Consolidation,IL,Fireman,Full-time,True,0.41,6250.0,22.271949286846276,0,15000,518.45,709.5
B,36,Completed,2007-04-13 15:24:00.327,0.10993,0.103,5.950066585742402,Not Available,CA,Other,Full-time,True,0.14,10000.0,22.271949286846276,0,4000,129.63,689.5
A,36,Completed,2007-11-11 19:42:20.140,0.126,0.119,5.950066585742402,Not Available,CA,Sales - Retail,Full-time,False,0.35,3025.0,22.271949286846276,0,9000,298.5,749.5
C,36,Chargedoff,2008-05-16 21:37:40.470,0.35423000000000004,0.33,5.950066585742402,Debt Consolidation,CA,Nurse (RN),Full-time,False,0.15,6333.333333,22.271949286846276,0,7450,328.63,649.5
E,36,Chargedoff,2006-11-07 14:35:57.900,0.29775999999999997,0.29,5.950066585742402,Not Available,TX,Professor,Not available,True,0.12,4583.333333,22.271949286846276,0,3000,125.72,569.5
HR,36,Chargedoff,2006-09-18 10:14:56.320,0.25948000000000004,0.25,5.950066585742402,Not Available,TX,Police Officer/Correction Officer,Not available,True,0.03,3875.0,22.271949286846276,0,2000,79.52,529.5
HR,36,Chargedoff,2007-03-29 08:19:12.160,0.24506999999999998,0.23,5.950066585742402,Not Available,ID,Clerical,Full-time,False,0.13,1488.0,22.271949286846276,0,5000,193.55,529.5
C,36,Chargedoff,2008-05-07 06:33:12.907,0.19906,0.177,5.950066585742402,Debt Consolidation,NJ,Architect,Full-time,False,0.18,5117.083333,22.271949286846276,1,7500,270.02,669.5
D,36,Completed,2008-01-29 18:46:05.663,0.20715999999999998,0.185,5.950066585742402,Debt Consolidation,AL,Medical Technician,Full-time,False,0.15,3583.333333,22.271949286846276,0,5000,182.02,629.5
B,36,Completed,2008-06-10 20:46:59.730,0.14974,0.1355,5.950066585742402,Personal Loan,MO,Food Service Management,Full-time,True,0.25,4000.0,22.271949286846276,0,7500,254.7,709.5
C,36,Completed,2007-05-25 17:07:18.390,0.17722000000000002,0.17,5.950066585742402,Not Available,GA,Computer Programmer,Full-time,True,0.21,6666.666667,22.271949286846276,0,3500,122.6,669.5
AA,36,Completed,2008-03-04 20:36:40.440,0.0768,0.07,5.950066585742402,Debt Consolidation,MA,Scientist,Full-time,True,0.02,7666.666667,22.271949286846276,0,3500,108.07,829.5
B,36,Chargedoff,2008-02-12 10:19:06.407,0.15428,0.14,5.950066585742402,Debt Consolidation,IA,Food Service Management,Full-time,True,0.63,4250.0,22.271949286846276,0,20000,683.55,689.5
HR,36,Completed,2008-01-17 19:57:36.753,0.33948,0.3195,5.950066585742402,Debt Consolidation,CA,Social Worker,Full-time,False,0.03,4040.0,22.271949286846276,1,3000,130.58,549.5
C,36,Completed,2008-04-26 16:28:03.687,0.12562,0.1045,5.950066585742402,Personal Loan,MI,Clerical,Part-time,False,0.26,1250.0,22.271949286846276,0,4000,16.57,649.5
AA,36,Completed,2006-12-08 08:42:40.660,0.08718,0.07,5.950066585742402,Not Available,UT,Computer Programmer,Not available,True,0.04,6500.0,22.271949286846276,0,1000,30.88,809.5
B,36,Chargedoff,2007-09-22 13:06:00.203,0.19228,0.185,5.950066585742402,Not Available,OH,Sales - Retail,Self-employed,False,0.27,5083.333333,22.271949286846276,0,15000,546.06,709.5
AA,36,Completed,2007-08-19 08:55:31.940,0.09688,0.09,5.950066585742402,Not Available,CO,Professional,Full-time,True,0.11,9556.75,22.271949286846276,0,15000,477.0,769.5
HR,36,Chargedoff,2006-07-25 12:42:48.430,0.18824000000000002,0.17,5.950066585742402,Not Available,FL,Other,Not available,False,0.21,2166.666667,22.271949286846276,0,1000,35.65,509.5
HR,36,Completed,2008-05-07 07:03:12.427,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,FL,Administrative Assistant,Full-time,False,0.18,2500.0,22.271949286846276,0,1000,22.23,529.5
B,36,Completed,2007-04-03 14:32:53.653,0.127,0.12,5.950066585742402,Not Available,CA,Other,Full-time,True,0.14,4833.333333,22.271949286846276,0,5000,163.36,709.5
B,36,Defaulted,2008-09-15 08:06:57.877,0.18403,0.1695,5.950066585742402,Other,MO,Other,Full-time,False,0.23,4233.333333,13.0,0,4000,142.51,709.5
B,36,Completed,2007-06-18 19:11:32.887,0.1973,0.19,5.950066585742402,Not Available,GA,Skilled Labor,Full-time,True,0.35,2122.0,22.271949286846276,0,10000,366.56,689.5
AA,36,Completed,2007-07-14 19:54:49.377,0.10692,0.1,5.950066585742402,Not Available,CT,Accountant/CPA,Full-time,True,0.12,11284.0,22.271949286846276,0,21000,677.61,769.5
D,36,Chargedoff,2007-07-29 15:51:48.757,0.27696,0.2693,5.950066585742402,Not Available,NM,Other,Full-time,True,0.1,5745.833333,22.271949286846276,0,3500,142.76,609.5
AA,36,Completed,2007-11-17 07:15:35.280,0.10692,0.1,5.950066585742402,Not Available,FL,Military Enlisted,Full-time,True,0.28,5083.333333,22.271949286846276,0,15900,513.05,789.5
C,36,Completed,2008-09-16 16:57:45.953,0.10588,0.085,5.950066585742402,Other,MD,Professional,Full-time,False,0.23,5750.0,22.271949286846276,0,5000,157.84,669.5
B,36,Completed,2007-10-17 16:51:33.680,0.16918,0.162,5.950066585742402,Not Available,WI,Other,Self-employed,True,0.19,8583.333333,2.0,0,9000,317.3,709.5
D,36,Completed,2008-09-10 19:21:02.603,0.22216,0.1998,5.950066585742402,Other,CA,Other,Full-time,False,0.35,3333.333333,22.271949286846276,0,2000,74.31,609.5
HR,36,Completed,2008-07-06 15:45:30.680,0.08057,0.06,5.950066585742402,Debt Consolidation,IN,Construction,Full-time,False,0.06,3333.333333,22.271949286846276,0,5150,134.38,529.5
B,36,Completed,2008-04-23 09:29:40.840,0.15629,0.142,5.950066585742402,Personal Loan,MI,Other,Full-time,False,1.17,1000.0,22.271949286846276,0,2700,92.54,709.5
A,36,Completed,2006-07-29 12:15:16.280,0.09727999999999999,0.08,5.950066585742402,Not Available,FL,Homemaker,Not available,False,0.14,11666.666667,22.271949286846276,0,1000,31.34,729.5
C,36,Defaulted,2008-06-05 05:39:47.343,0.2832,0.26,5.950066585742402,Personal Loan,DC,Other,Full-time,False,0.33,6250.0,22.271949286846276,0,12000,483.49,649.5
A,36,Defaulted,2008-04-21 10:36:22.430,0.13410999999999998,0.12,5.950066585742402,Debt Consolidation,IL,Other,Full-time,True,0.16,5333.333333,22.271949286846276,0,14000,465.0,729.5
A,36,Completed,2008-04-22 05:51:09.400,0.12201,0.108,5.950066585742402,Debt Consolidation,MA,Engineer - Electrical,Full-time,True,0.17,8750.0,22.271949286846276,0,5000,163.22,729.5
D,36,Chargedoff,2007-11-24 09:47:47.763,0.21925999999999998,0.21,5.950066585742402,Not Available,AZ,Other,Full-time,False,0.08,2685.0,22.271949286846276,0,2000,75.35,629.5
C,36,Completed,2008-02-22 11:22:18.730,0.17018,0.1485,5.950066585742402,Debt Consolidation,NJ,Professional,Full-time,False,0.28,2750.0,22.271949286846276,1,7000,238.15,649.5
C,36,Chargedoff,2008-10-03 12:52:50.210,0.20564000000000002,0.1835,5.950066585742402,Debt Consolidation,NY,Accountant/CPA,Full-time,False,0.21,2925.0,22.271949286846276,0,7500,272.46,649.5
C,36,Completed,2007-12-18 13:48:45.800,0.14207,0.135,5.950066585742402,Personal Loan,IA,Professor,Full-time,True,0.23,3750.0,22.271949286846276,0,3000,101.81,669.5
C,36,Chargedoff,2007-03-01 13:47:25.123,0.18725999999999998,0.18,5.950066585742402,Not Available,TX,Skilled Labor,Full-time,False,0.08,3225.0,22.271949286846276,0,7500,271.14,649.5
HR,36,Chargedoff,2007-05-30 12:01:53.333,0.30781,0.29,5.950066585742402,Not Available,UT,Computer Programmer,Full-time,False,0.56,1760.0,22.271949286846276,0,1100,46.1,529.5
B,36,Completed,2008-04-14 07:23:50.533,0.16416,0.1498,5.950066585742402,Business,CO,Computer Programmer,Self-employed,True,0.06,6250.0,5.0,1,6500,225.26,709.5
D,36,Completed,2008-08-08 11:15:56.897,0.29486999999999997,0.2715,5.950066585742402,Debt Consolidation,IA,Nurse (LPN),Full-time,False,0.15,2488.083333,22.271949286846276,0,1500,61.36,629.5
B,36,Completed,2006-11-20 15:03:02.723,0.17219,0.165,5.950066585742402,Not Available,TX,Retail Management,Not available,True,0.3,2750.0,22.271949286846276,0,13500,474.64,709.5
D,36,Defaulted,2007-09-25 20:30:47.323,0.29775999999999997,0.29,5.950066585742402,Not Available,UT,Social Worker,Full-time,False,0.34,3733.333333,22.271949286846276,0,4000,167.62,609.5
AA,36,Chargedoff,2007-12-13 19:59:10.963,0.15452,0.1474,5.950066585742402,Personal Loan,CA,Engineer - Electrical,Full-time,True,0.26,10416.666667,22.271949286846276,0,24000,828.92,769.5
D,36,Chargedoff,2007-02-27 05:51:22.387,0.25756999999999997,0.25,5.950066585742402,Not Available,TX,Other,Full-time,True,0.4,2916.666667,22.271949286846276,0,15000,596.4,609.5
AA,36,Completed,2007-01-18 06:33:10.683,0.08354,0.075,5.950066585742402,Not Available,NC,Analyst,Not available,True,0.02,6433.333333,22.271949286846276,0,2000,62.21,789.5
B,36,Chargedoff,2007-05-08 17:25:19.520,0.15713,0.15,5.950066585742402,Not Available,CA,Executive,Full-time,False,0.25,5300.0,22.271949286846276,0,17000,589.31,709.5
AA,36,Completed,2008-05-23 13:09:02.660,0.18675999999999998,0.1795,5.950066585742402,Personal Loan,GA,Accountant/CPA,Self-employed,True,0.27594660400633886,0.0,22.271949286846276,0,4750,167.97,789.5
A,36,Completed,2007-08-03 14:52:34.013,0.20735,0.2,5.950066585742402,Not Available,ID,Other,Full-time,True,0.78,2916.666667,22.271949286846276,0,25000,929.09,749.5
C,36,Completed,2007-08-11 12:34:19.557,0.27767,0.27,5.950066585742402,Not Available,MN,Professional,Full-time,False,0.22,5416.666667,22.271949286846276,0,5000,186.54,669.5
HR,36,Defaulted,2006-08-15 10:09:39.087,0.30867,0.29,5.950066585742402,Not Available,TX,Student - College Junior,Not available,False,0.1,666.666667,22.271949286846276,0,1050,44.0,489.5
E,36,Completed,2007-08-20 17:10:52.500,0.22489,0.21,5.950066585742402,Not Available,MO,Bus Driver,Full-time,True,0.09,1890.0,22.271949286846276,0,3475,127.67,569.5
AA,36,Completed,2007-10-20 12:28:52.630,0.12197999999999999,0.115,5.950066585742402,Not Available,GA,Other,Full-time,True,0.35,5000.0,22.271949286846276,0,25000,824.4,769.5
D,36,Completed,2008-03-07 10:56:25.683,0.17677,0.155,5.950066585742402,Debt Consolidation,CA,Other,Full-time,False,0.4,2916.666667,22.271949286846276,0,7000,176.65,629.5
HR,36,Completed,2008-09-09 07:27:13.793,0.32378,0.3,5.950066585742402,Other,NJ,Accountant/CPA,Full-time,False,0.04,4433.333333,22.271949286846276,0,1000,42.45,549.5
B,36,Completed,2008-02-26 07:55:06.440,0.17193,0.1575,5.950066585742402,Debt Consolidation,IL,Clerical,Full-time,False,0.27,3750.0,22.271949286846276,0,5500,192.69,689.5
A,36,Chargedoff,2008-07-07 15:03:43.620,0.14923,0.135,5.950066585742402,Student Use,CA,Professional,Full-time,True,0.25,8000.0,22.271949286846276,0,10000,339.35,749.5
D,36,Completed,2007-08-12 09:31:36.500,0.15713,0.15,5.950066585742402,Not Available,IL,Accountant/CPA,Full-time,False,0.26,4583.333333,22.271949286846276,1,7500,259.99,629.5
AA,36,Completed,2008-06-12 10:34:20.247,0.12197999999999999,0.115,5.950066585742402,Debt Consolidation,IL,Professional,Full-time,True,0.29,4416.666667,22.271949286846276,0,18000,591.3,769.5
B,36,Completed,2008-04-18 18:34:23.900,0.19462000000000002,0.18,5.950066585742402,Personal Loan,VA,Nurse (RN),Full-time,True,0.14,4583.333333,22.271949286846276,0,2000,72.3,689.5
